source,target,length,name,highway,oneway
1342,1334,72.22,Maria Clara Street,tertiary,0
1342,1343,158.58,Halcon 1 Street,residential,0
1343,1344,161.58,Halcon 1 Street,residential,0
1343,1352,50.29,Nicanor Roxas Street,secondary,1
1343,1342,158.58,Halcon 1 Street,residential,0
1344,1343,161.58,Halcon 1 Street,residential,0
1344,1336,28.36,Dapitan Street,secondary,1
1344,1364,161.77,Halcon 1 Street,residential,0
1345,1346,161.3,Mariveles Street,residential,0
1345,1794,17.96,Dapitan Street,secondary,1
1346,1347,158.15,Mariveles Street,residential,0
1346,1345,161.3,Mariveles Street,residential,0
1346,1361,49.83,Nicanor Roxas Street,secondary,1
1347,1348,158.66,Mariveles Street,residential,0
1347,1346,158.15,Mariveles Street,residential,0
1347,1353,45.22,Maria Clara Street,tertiary,0
1347,1360,50.83,Maria Clara Street,tertiary,0
1348,1349,161.77,Mariveles Street,residential,0
1348,1347,158.66,Mariveles Street,residential,0
1348,1358,48.36,Simoun Street,residential,0
1348,1354,49.6,Simoun Street,residential,0
1349,1194,152.88,Mariveles Street,residential,0
1349,1348,161.77,Mariveles Street,residential,0
1349,1359,49.57,Calamba Street,tertiary,0
1349,1355,48.89,Calamba Street,tertiary,0
1350,1177,226.89,Mariveles Street,residential,0
1350,4098,50.69,Mariveles Street,residential,0
1350,11360,10.28,N. S. Amoranto Sr. Avenue,tertiary,0
1350,1351,75.26,N. S. Amoranto Sr. Avenue,tertiary,0
1351,4097,54.28,Baco Street,residential,0
1351,1339,53.89,N. S. Amoranto Sr. Avenue,tertiary,0
1351,1350,75.26,N. S. Amoranto Sr. Avenue,tertiary,0
1352,11357,162.27,Baco Street,residential,0
1352,1353,157.51,Baco Street,residential,0
1352,1346,46.66,Nicanor Roxas Street,secondary,1
1353,1352,157.51,Baco Street,residential,0
1353,1354,158.3,Baco Street,residential,0
1353,1347,45.22,Maria Clara Street,tertiary,0
1353,1342,50.25,Maria Clara Street,tertiary,0
1354,1353,158.3,Baco Street,residential,0
1354,1355,162.93,Baco Street,residential,0
1354,1348,49.6,Simoun Street,residential,0
1354,1113,51.26,Simoun Street,residential,0
1355,1354,162.93,Baco Street,residential,0
1355,1381,184.44,Baco Street,residential,0
1355,1349,48.89,Calamba Street,tertiary,0
1355,1341,48.36,Calamba Street,tertiary,0
1356,1357,139.44,Iba Street,residential,0
1356,1172,50.69,N. S. Amoranto Sr. Avenue,tertiary,0
1356,11360,38.43,N. S. Amoranto Sr. Avenue,tertiary,0
1357,1372,48.7,Don Manuel Agregado Avenue,residential,0
1357,1194,51.07,Don Manuel Agregado Avenue,residential,0
1357,1359,150.21,Iba Street,residential,0
1357,1356,139.44,Iba Street,residential,0
1358,1360,159.44,Iba Street,residential,0
1358,1359,162.4,Iba Street,residential,0
1358,1370,50.02,Simoun Street,residential,0
1358,1348,48.36,Simoun Street,residential,0
1359,1358,162.4,Iba Street,residential,0
1359,1357,150.21,Iba Street,residential,0
1359,1371,49.05,Calamba Street,tertiary,0
1359,1349,49.57,Calamba Street,tertiary,0
1360,1361,157.83,Iba Street,residential,0
1360,1358,159.44,Iba Street,residential,0
1360,1369,50.39,Maria Clara Street,tertiary,0
1360,1347,50.83,Maria Clara Street,tertiary,0
1361,2458,161.24,Iba Street,residential,0
1361,1360,157.83,Iba Street,residential,0
1361,1368,50.54,Nicanor Roxas Street,secondary,1
1362,1363,161.39,Iba Street,residential,0
1362,2458,161.78,Iba Street,residential,0
1362,1366,46.11,M. Cuenco Sr. Street,tertiary,0
1362,1798,37.74,M. Cuenco Sr. Street,tertiary,0
1363,1362,161.39,Iba Street,residential,0
1363,1799,40.45,P. Florentino Street,tertiary,1
1364,1792,39.66,M. Cuenco Sr. Street,tertiary,0
1364,7927,32.81,Macaraig Street,residential,0
1364,1344,161.77,Halcon 1 Street,residential,0
1365,1368,161.05,Doctor Alejos Street,residential,0
1365,1366,161.82,Doctor Alejos Street,residential,0
1365,2458,46.44,Dapitan Street,secondary,1
1366,1367,161.49,Doctor Alejos Street,residential,0
1366,1375,46.45,M. Cuenco Sr. Street,tertiary,0
1366,1362,46.11,M. Cuenco Sr. Street,tertiary,0
1366,1365,161.82,Doctor Alejos Street,residential,0
1367,1366,161.49,Doctor Alejos Street,residential,0
1367,1363,43.58,P. Florentino Street,tertiary,1
1368,1369,157.65,Doctor Alejos Street,residential,0
1368,1365,161.05,Doctor Alejos Street,residential,0
1368,1374,48.54,Nicanor Roxas Street,secondary,1
1369,1370,161.06,Doctor Alejos Street,residential,0
1369,1368,157.65,Doctor Alejos Street,residential,0
1369,1376,50.42,Maria Clara Street,tertiary,0
1369,1360,50.39,Maria Clara Street,tertiary,0
1370,1371,159.98,Doctor Alejos Street,residential,0
1370,1369,161.06,Doctor Alejos Street,residential,0
1370,1377,49.56,Simoun Street,residential,0
1370,1358,50.02,Simoun Street,residential,0
1371,1372,151.17,Doctor Alejos Street,residential,0
1371,1370,159.98,Doctor Alejos Street,residential,0
1371,1378,50.45,Calamba Street,tertiary,0
1371,1359,49.05,Calamba Street,tertiary,0
1372,1379,48.41,Don Manuel Agregado Avenue,residential,0
1372,1357,48.7,Don Manuel Agregado Avenue,residential,0
1372,1172,139.32,Doctor Alejos Street,residential,0
1372,1371,151.17,Doctor Alejos Street,residential,0
1373,1374,160.2,Iriga Street,residential,0
1373,1365,51.62,Dapitan Street,secondary,1
1373,1375,161.8,Iriga Street,residential,0
1374,1373,160.2,Iriga Street,residential,0
1374,1376,158.27,Iriga Street,residential,0
1374,1785,51.21,Nicanor Roxas Street,secondary,1
1375,1366,46.45,M. Cuenco Sr. Street,tertiary,0
1375,1373,161.8,Iriga Street,residential,0
1375,1118,23.35,M. Cuenco Sr. Street,tertiary,0
1376,1374,158.27,Iriga Street,residential,0
1376,1377,160.98,Iriga Street,residential,0
1376,1520,49.33,Maria Clara Street,tertiary,0
1376,1369,50.42,Maria Clara Street,tertiary,0
1377,1376,160.98,Iriga Street,residential,0
1377,1378,160.0,Iriga Street,residential,0
1377,2457,49.15,Simoun Street,residential,0
1377,1370,49.56,Simoun Street,residential,0
1378,1377,160.0,Iriga Street,residential,0
1378,1379,152.14,Iriga Street,residential,0
1378,1522,50.38,Calamba Street,tertiary,0
1378,1371,50.45,Calamba Street,tertiary,0
1379,1524,52.2,Don Manuel Agregado Avenue,residential,0
1379,1372,48.41,Don Manuel Agregado Avenue,residential,0
1379,1378,152.14,Iriga Street,residential,0
1379,1169,138.22,Iriga Street,residential,0
1380,1652,40.03,Don Manuel Agregado Avenue,residential,0
1380,1108,12.83,Blumentritt Street,secondary,0
1380,8371,118.12,Blumentritt Street,secondary,0
1381,1355,184.44,Baco Street,residential,0
1381,4097,53.89,Baco Street,residential,0
1381,1382,63.87,Don Manuel Agregado Avenue,residential,0
1381,1340,53.91,Don Manuel Agregado Avenue,residential,0
1382,4098,47.37,Mariveles Street,residential,0
1382,1194,39.17,Mariveles Street,residential,0
1382,1381,63.87,Don Manuel Agregado Avenue,residential,0
1383,1178,76.37,Malaya Street,residential,0
1383,9353,77.14,Malaya Street,residential,0
1383,1119,193.93,Mayon Street,secondary,0
1383,8094,124.2,Mayon Street,secondary,0
1384,1385,95.98,Malaya Street,residential,0
1384,2455,93.61,Malaya Street,residential,0
1384,1387,184.16,D. Tuazon Street,tertiary,0
1384,13514,94.22,D. Tuazon Street,tertiary,0
1385,1435,54.44,Malaya Street,residential,0
1385,1384,95.98,Malaya Street,residential,0
1385,11410,18.21,Cordillera Street,residential,0
1385,12155,166.75,Cordillera Street,residential,0
1386,2460,61.24,Malaya Street,residential,0
1386,1397,177.13,Banawe Street,secondary,0
1386,1107,108.75,Banawe Street,secondary,0
1387,1393,197.65,D. Tuazon Street,tertiary,0
1387,1384,184.16,D. Tuazon Street,tertiary,0
1387,1388,94.37,Scout Oscar Magan Alcaraz Street,tertiary,0
1387,1458,90.38,Scout Oscar Magan Alcaraz Street,tertiary,0
1388,8367,9.64,Cordillera Street,residential,0
1388,1389,56.8,Scout Oscar Magan Alcaraz Street,tertiary,0
1388,11410,170.97,Cordillera Street,residential,0
1388,1387,94.37,Scout Oscar Magan Alcaraz Street,tertiary,0
1389,1434,57.54,Scout Oscar Magan Alcaraz Street,tertiary,0
1389,1388,56.8,Scout Oscar Magan Alcaraz Street,tertiary,0
1389,1432,193.67,Matutum Street,residential,0
1389,11410,162.28,Matutum Street,residential,0
1390,1398,201.77,Biak na Bato Street,residential,0
1390,1399,189.74,Biak na Bato Street,residential,0
1390,1411,71.02,Scout Oscar Magan Alcaraz Street,tertiary,0
1390,1413,68.04,Scout Oscar Magan Alcaraz Street,tertiary,0
1391,1407,74.7,Scout Oscar Magan Alcaraz Street,tertiary,0
1391,1394,188.08,Santo Domingo Avenue,secondary,0
1391,1202,134.93,Santo Domingo Avenue,secondary,0
1391,1453,76.73,Scout Oscar Magan Alcaraz Street,residential,0
1392,1462,76.85,Santa Catalina Street,residential,0
1392,1192,76.12,Santa Catalina Street,residential,0
1392,1636,130.86,Mayon Street,secondary,0
1392,1119,195.35,Mayon Street,secondary,0
1393,1395,96.59,Santa Catalina Street,residential,0
1393,1457,88.98,Santa Catalina Street,residential,0
1393,1582,193.91,D. Tuazon Street,tertiary,0
1393,1387,197.65,D. Tuazon Street,tertiary,0
1394,8144,81.06,Santo Domingo Avenue,secondary,0
1394,1391,188.08,Santo Domingo Avenue,secondary,0
1394,1408,76.26,Santa Catalina Street,residential,0
1395,8367,187.55,Cordillera Street,residential,0
1395,1400,77.53,Cordillera Street,residential,0
1395,1393,96.59,Santa Catalina Street,residential,0
1395,8366,58.66,Santa Catalina Street,residential,0
1396,1403,74.22,Banawe Street,secondary,0
1396,1397,189.81,Banawe Street,secondary,0
1396,1420,61.26,Santa Catalina Street,residential,0
1396,1418,69.68,Santa Catalina Street,residential,0
1397,1396,189.81,Banawe Street,secondary,0
1397,1386,177.13,Banawe Street,secondary,0
1397,1419,70.83,Scout Oscar Magan Alcaraz Street,tertiary,0
1397,1422,58.0,Scout Oscar Magan Alcaraz Street,tertiary,0
1398,1414,73.65,N. S. Amoranto Sr. Avenue,tertiary,0
1398,1410,73.89,N. S. Amoranto Sr. Avenue,tertiary,0
1398,1450,74.44,Biak na Bato Street,residential,0
1398,1390,201.77,Biak na Bato Street,residential,0
1399,1401,74.26,Biak na Bato Street,residential,0
1399,1390,189.74,Biak na Bato Street,residential,0
1399,1409,71.66,Santa Catalina Street,residential,0
1399,1412,67.52,Santa Catalina Street,residential,0
1400,1431,137.92,Linaw Street,residential,0
1400,1395,77.53,Cordillera Street,residential,0
1400,1402,88.84,Cordillera Street,residential,0
1401,1403,268.49,Linaw Street,residential,0
1401,1399,74.26,Biak na Bato Street,residential,0
1401,1614,86.25,Biak na Bato Street,residential,0
1402,1592,162.25,Del Monte Avenue,secondary,0
1402,1400,88.84,Cordillera Street,residential,0
1402,1582,100.38,Del Monte Avenue,secondary,0
1403,1216,86.55,Banawe Street,secondary,0
1403,1396,74.22,Banawe Street,secondary,0
1403,1401,268.49,Linaw Street,residential,0
1403,13508,207.78,Linaw Street,residential,0
1404,1485,72.27,Cordillera Street,residential,0
1404,1195,241.06,Don Manuel Agregado Avenue,residential,0
1404,1197,82.19,Cordillera Street,residential,0
1404,1209,97.36,Don Manuel Agregado Avenue,residential,0
1405,1111,242.03,Calamba Street,tertiary,0
1405,1210,96.58,Calamba Street,tertiary,0
1405,1197,78.86,Cordillera Street,residential,0
1406,1407,157.2,Cetacio Street,residential,0
1406,1202,80.94,N. S. Amoranto Sr. Avenue,tertiary,0
1406,1410,75.04,N. S. Amoranto Sr. Avenue,tertiary,0
1407,1408,189.9,Cetacio Street,residential,0
1407,1406,157.2,Cetacio Street,residential,0
1407,1391,74.7,Scout Oscar Magan Alcaraz Street,tertiary,0
1407,1411,71.84,Scout Oscar Magan Alcaraz Street,tertiary,0
1408,1407,189.9,Cetacio Street,residential,0
1408,1409,70.31,Santa Catalina Street,residential,0
1408,1394,76.26,Santa Catalina Street,residential,0
1409,1408,70.31,Santa Catalina Street,residential,0
1409,1411,189.92,Cresta Street,residential,0
1409,1399,71.66,Santa Catalina Street,residential,0
1410,1406,75.04,N. S. Amoranto Sr. Avenue,tertiary,0
1410,1411,179.56,Cresta Street,residential,0
1410,1398,73.89,N. S. Amoranto Sr. Avenue,tertiary,0
1411,1407,71.84,Scout Oscar Magan Alcaraz Street,tertiary,0
1411,1410,179.56,Cresta Street,residential,0
1411,1409,189.92,Cresta Street,residential,0
1411,1390,71.02,Scout Oscar Magan Alcaraz Street,tertiary,0
1412,1413,189.98,Tabayoc Street,residential,0
1412,1399,67.52,Santa Catalina Street,residential,0
1412,1415,65.07,Santa Catalina Street,residential,0
1413,1412,189.98,Tabayoc Street,residential,0
1413,1414,223.49,Tabayoc Street,residential,0
1413,1416,64.15,Scout Oscar Magan Alcaraz Street,tertiary,0
1413,1390,68.04,Scout Oscar Magan Alcaraz Street,tertiary,0
1414,1398,73.65,N. S. Amoranto Sr. Avenue,tertiary,0
1414,1417,67.02,N. S. Amoranto Sr. Avenue,tertiary,0
1414,1413,223.49,Tabayoc Street,residential,0
1415,1416,190.23,Palali Street,residential,0
1415,1418,64.83,Santa Catalina Street,residential,0
1415,1412,65.07,Santa Catalina Street,residential,0
1416,1415,190.23,Palali Street,residential,0
1416,1417,243.23,Palali Street,residential,0
1416,1413,64.15,Scout Oscar Magan Alcaraz Street,tertiary,0
1416,1419,67.12,Scout Oscar Magan Alcaraz Street,tertiary,0
1417,1414,67.02,N. S. Amoranto Sr. Avenue,tertiary,0
1417,1416,243.23,Palali Street,residential,0
1417,1421,68.48,N. S. Amoranto Sr. Avenue,tertiary,0
1418,1415,64.83,Santa Catalina Street,residential,0
1418,1396,69.68,Santa Catalina Street,residential,0
1418,1419,190.69,Ubay Street,residential,0
1419,1421,263.41,Ubay Street,residential,0
1419,1397,70.83,Scout Oscar Magan Alcaraz Street,tertiary,0
1419,1418,190.69,Ubay Street,residential,0
1419,1416,67.12,Scout Oscar Magan Alcaraz Street,tertiary,0
1420,1396,61.26,Santa Catalina Street,residential,0
1420,1424,56.36,Santa Catalina Street,residential,0
1420,1422,188.3,Palanan Street,residential,0
1421,1107,72.98,N. S. Amoranto Sr. Avenue,tertiary,0
1421,1419,263.41,Ubay Street,residential,0
1421,1417,68.48,N. S. Amoranto Sr. Avenue,tertiary,0
1422,2460,178.66,Palanan Street,residential,0
1422,1397,58.0,Scout Oscar Magan Alcaraz Street,tertiary,0
1422,1425,55.55,Scout Oscar Magan Alcaraz Street,tertiary,0
1422,1420,188.3,Palanan Street,residential,0
1423,1107,63.15,N. S. Amoranto Sr. Avenue,tertiary,0
1423,2774,59.87,N. S. Amoranto Sr. Avenue,tertiary,0
1423,2460,127.19,Palanan Street,residential,0
1424,1420,56.36,Santa Catalina Street,residential,0
1424,1430,54.19,Santa Catalina Street,residential,0
1424,1425,187.41,Pao Street,residential,0
1425,1426,180.07,Pao Street,residential,0
1425,1422,55.55,Scout Oscar Magan Alcaraz Street,tertiary,0
1425,1429,57.37,Scout Oscar Magan Alcaraz Street,tertiary,0
1425,1424,187.41,Pao Street,residential,0
1426,2460,54.78,Malaya Street,residential,0
1426,1428,57.89,Malaya Street,residential,0
1426,1425,180.07,Pao Street,residential,0
1426,2774,144.82,Pao Street,residential,0
1427,2774,60.61,N. S. Amoranto Sr. Avenue,tertiary,0
1427,1106,57.76,N. S. Amoranto Sr. Avenue,tertiary,0
1427,1428,162.89,Sicaba Street,residential,0
1428,1426,57.89,Malaya Street,residential,0
1428,1435,57.71,Malaya Street,residential,0
1428,1429,180.62,Sicaba Street,residential,0
1428,1427,162.89,Sicaba Street,residential,0
1429,1428,180.62,Sicaba Street,residential,0
1429,1425,57.37,Scout Oscar Magan Alcaraz Street,tertiary,0
1429,1434,55.63,Scout Oscar Magan Alcaraz Street,tertiary,0
1429,1430,186.5,Sicaba Street,residential,0
1430,1424,54.19,Santa Catalina Street,residential,0
1430,1433,56.12,Santa Catalina Street,residential,0
1430,1429,186.5,Sicaba Street,residential,0
1431,13508,78.64,Linaw Street,residential,0
1431,1400,137.92,Linaw Street,residential,0
1431,1592,84.87,Matutum Street,residential,0
1431,1432,68.78,Matutum Street,residential,0
1432,1431,68.78,Matutum Street,residential,0
1432,1389,193.67,Matutum Street,residential,0
1432,1433,58.34,Santa Catalina Street,residential,0
1432,8366,55.45,Santa Catalina Street,residential,0
1433,1430,56.12,Santa Catalina Street,residential,0
1433,1432,58.34,Santa Catalina Street,residential,0
1433,1434,185.33,Sibuyan Street,residential,0
1434,1435,181.13,Sibuyan Street,residential,0
1434,1429,55.63,Scout Oscar Magan Alcaraz Street,tertiary,0
1434,1389,57.54,Scout Oscar Magan Alcaraz Street,tertiary,0
1434,1433,185.33,Sibuyan Street,residential,0
1435,1428,57.71,Malaya Street,residential,0
1435,1385,54.44,Malaya Street,residential,0
1435,1434,181.13,Sibuyan Street,residential,0
1435,12155,160.51,Sibuyan Street,residential,0
1436,1445,86.29,Banawe Street,secondary,0
1436,1111,84.27,Banawe Street,secondary,0
1436,1440,283.79,Atok Street,residential,0
1437,1442,82.7,Santo Domingo Avenue,secondary,0
1437,1441,106.78,Atok Street,residential,0
1437,1112,83.03,Santo Domingo Avenue,secondary,0
1437,13522,106.59,Atok Street,residential,0
1438,1447,83.57,Biak na Bato Street,residential,0
1438,9946,34.5,Maria Clara Street,secondary,0
1438,1205,230.77,Maria Clara Street,secondary,0
1438,1489,128.17,Biak na Bato Street,residential,0
1439,1440,85.87,Biak na Bato Street,residential,0
1439,1198,78.4,Biak na Bato Street,residential,0
1439,1112,229.29,Calamba Street,tertiary,0
1439,1111,282.24,Calamba Street,tertiary,0
1440,13522,122.42,Atok Street,residential,0
1440,1443,83.19,Biak na Bato Street,residential,0
1440,1439,85.87,Biak na Bato Street,residential,0
1440,1436,283.79,Atok Street,residential,0
1441,1444,84.87,Don Pepe Street,residential,0
1441,1437,106.78,Atok Street,residential,0
1441,1200,82.23,Don Pepe Street,residential,0
1442,1437,82.7,Santo Domingo Avenue,secondary,0
1442,1448,84.71,Santo Domingo Avenue,secondary,0
1442,1444,119.59,Simoun Street,residential,0
1442,1443,230.08,Simoun Street,residential,0
1443,1442,230.08,Simoun Street,residential,0
1443,1445,283.34,Simoun Street,residential,0
1443,1447,84.15,Biak na Bato Street,residential,0
1443,1440,83.19,Biak na Bato Street,residential,0
1444,1441,84.87,Don Pepe Street,residential,0
1444,1442,119.59,Simoun Street,residential,0
1444,1449,88.79,Don Pepe Street,residential,0
1445,1436,86.29,Banawe Street,secondary,0
1445,1443,283.34,Simoun Street,residential,0
1445,1446,83.46,Banawe Street,secondary,0
1446,1208,84.29,Banawe Street,secondary,0
1446,1445,83.46,Banawe Street,secondary,0
1446,1447,283.42,Tirad Pass Street,residential,0
1447,1448,230.6,Tirad Pass Street,residential,0
1447,1438,83.57,Biak na Bato Street,residential,0
1447,1443,84.15,Biak na Bato Street,residential,0
1447,1446,283.42,Tirad Pass Street,residential,0
1448,1442,84.71,Santo Domingo Avenue,secondary,0
1448,1449,145.21,Tirad Pass Street,residential,0
1448,1447,230.6,Tirad Pass Street,residential,0
1448,1205,85.45,Santo Domingo Avenue,secondary,0
1449,1517,93.56,Don Pepe Street,residential,0
1449,1448,145.21,Tirad Pass Street,residential,0
1449,1444,88.79,Don Pepe Street,residential,0
1450,1206,283.48,Macopa Street,residential,0
1450,1451,70.1,Biak na Bato Street,residential,0
1450,1398,74.44,Biak na Bato Street,residential,0
1450,1203,227.19,Macopa Street,residential,0
1451,1198,83.3,Biak na Bato Street,residential,0
1451,1450,70.1,Biak na Bato Street,residential,0
1451,1195,283.32,Don Manuel Agregado Avenue,residential,0
1452,1202,77.66,N. S. Amoranto Sr. Avenue,tertiary,0
1452,1201,136.26,N. S. Amoranto Sr. Avenue,tertiary,0
1452,1453,110.97,Bingo Street,residential,0
1453,9042,94.74,Bingo Street,residential,0
1453,1454,131.75,Scout Oscar Magan Alcaraz Street,residential,0
1453,1452,110.97,Bingo Street,residential,0
